Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,3. Entre 1971-1990,,,9,10,11.7,14.7,16.6,12,780,900,1050,1319,1600,1111,93,226,7773,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,3. Entre 1971-1990,,Maison 1-3P,8.6,12,12.3,13,15.4,12.2,600,700,780,900,1016,788,64,59,3022,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,3. Entre 1971-1990,,Maison 4P+,9,10,10.8,14.7,17.2,12,900,990,1100,1400,1620,1194,100,167,4751,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,43,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,3. Entre 1971-1990,2. 1 an et plus,,9,9.8,10.6,14,16.1,11.4,780,900,1017,1242,1490,1073,94,183,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,4. Entre 1991-2005,,,9.8,10.8,12.6,14.9,17.7,12.9,808,1145,1264,1613,2150,1427,110,152,4904,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,4. Entre 1991-2005,,Maison 1-3P,,,,,,,,,,,,,,40,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,4. Entre 1991-2005,,Maison 4P+,9.1,10.8,12.5,13.4,17.7,12.4,895,1200,1269,2000,2550,1483,120,112,3026,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,27,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,4. Entre 1991-2005,2. 1 an et plus,,8.9,10.8,12.3,13.9,17.7,12.3,658,1056,1200,1467,2550,1368,111,125,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,5. Apr�s 2005,,,8.4,11.5,13.4,15.5,16.3,14.9,700,1046,1280,1408,1700,1396,94,160,3858,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,5. Apr�s 2005,,Maison 1-3P,,,,,,,,,,,,,,46,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,5. Apr�s 2005,,Maison 4P+,8.7,11.5,13.3,15.4,15.9,15.2,909,1160,1300,1500,1700,1548,102,114,2370,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,5. Apr�s 2005,1. Moins de 1 an,,,,,,,,,,,,,,,33,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Maison,5. Apr�s 2005,2. 1 an et plus,,8.7,11.6,13.8,15.5,16.3,13.1,700,1100,1280,1400,1683,1232,94,127,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,,,9.3,10.8,12.7,15.2,18.1,13.1,440,520,646,779,941,715,55,24114,190789,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,,Appart 1P,12.2,14.3,16.7,20,23.2,16.5,350,400,455,515,565,458,28,4144,30467,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,,Appart 2P,10.4,12,14,15.8,18,14.2,451,508,582,650,720,610,43,9292,64340,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,,Appart 3P,9,10.2,11.7,13.2,14.7,12.4,565,650,728,830,940,789,64,8045,65652,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,,Appart 4P+,8,9.3,10.5,12.1,13.8,11.8,625,736,864,1070,1353,1035,88,2633,30331,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,1. Moins de 1 an,,10,11.7,13.6,16.6,20,15.7,470,547,670,830,1000,854,54,5074,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,1. Moins de 1 an,Appart 1P,13,15.2,17.8,20.9,25,17.4,365,430,480,530,580,479,27,1043,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,1. Moins de 1 an,Appart 2P,11.6,13.1,14.9,17.1,18.8,16.6,490,541,616,677,760,696,42,2126,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,1. Moins de 1 an,Appart 3P,10,11.2,12.4,13.9,16.4,15.3,630,700,790,893,1050,980,64,1469,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,1. Moins de 1 an,Appart 4P+,8.3,9.5,11,13.1,15.3,14.9,650,769,920,1200,1600,1339,90,436,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,2. 1 an et plus,,9.1,10.5,12.4,14.7,17.3,12,430,515,632,753,909,660,55,19040,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,2. 1 an et plus,Appart 1P,12,14,16.1,19.3,22.6,16.1,350,390,442,500,558,448,28,3101,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,2. 1 an et plus,Appart 2P,10,11.5,13.6,15.5,17.4,13.3,450,500,566,642,710,576,43,7166,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,2. 1 an et plus,Appart 3P,8.7,10,11.4,12.8,14.2,11.3,549,630,700,800,901,719,63,6576,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,,2. 1 an et plus,Appart 4P+,7.7,9.3,10.5,11.8,13.3,10.5,620,724,850,1050,1288,915,87,2197,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,1. Avant 1946,,,9.3,10.7,12.8,15.3,18,12.5,408,485,595,718,871,644,51,7356,51879,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,1. Avant 1946,,Appart 1P,12,13.9,16.3,20,22.9,16.3,342,390,450,500,550,448,28,1669,10456,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,1. Avant 1946,,Appart 2P,10,11.4,13.3,15.3,17.1,13.2,442,490,545,624,700,559,42,3069,20979,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,1. Avant 1946,,Appart 3P,8.5,9.8,11.4,12.8,14.7,11.3,526,620,700,800,920,714,63,1970,14777,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,1. Avant 1946,,Appart 4P+,7.6,9.1,10.1,11.5,12.8,11.7,677,769,864,1100,1383,1129,97,648,5667,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,1. Avant 1946,1. Moins de 1 an,,10.2,11.8,13.7,16.3,20,14.4,450,510,611,755,950,736,51,1392,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,1. Avant 1946,2. 1 an et plus,,8.9,10.4,12.4,14.8,17.4,11.9,400,475,580,700,850,611,51,5964,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,2. Entre 1946-1970,,,9,10.1,11.6,13.8,16.7,12.5,450,540,645,750,920,721,58,4852,57111,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,2. Entre 1946-1970,,Appart 1P,12.3,14.5,16,19.6,23.7,16.3,350,398,433,500,530,438,27,645,6780,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,2. Entre 1946-1970,,Appart 2P,10.1,11.4,13.1,15.1,18.5,16.3,438,500,555,632,708,708,43,1347,15366,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,2. Entre 1946-1970,,Appart 3P,8.8,9.9,10.9,12.2,13.6,11.7,540,615,678,750,859,734,63,2029,22884,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,2. Entre 1946-1970,,Appart 4P+,8.3,9.5,10.3,12.1,13.6,10.8,600,683,780,950,1250,857,79,831,12081,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,2. Entre 1946-1970,1. Moins de 1 an,,9,10.5,12.5,14.9,18.3,15.3,460,550,687,812,1100,897,59,884,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,2. Entre 1946-1970,2. 1 an et plus,,9,10,11.4,13.5,15.9,11.4,443,532,640,723,890,655,57,3968,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,3. Entre 1971-1990,,,8.6,10,11.9,14.6,18.3,13.3,470,550,697,800,1080,830,62,2562,35463,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,3. Entre 1971-1990,,Appart 1P,12.1,13,16.7,19.8,22,16,369,420,500,540,580,481,30,614,6558,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,3. Entre 1971-1990,,Appart 2P,10.4,11.7,13.2,15.5,18,13.3,488,549,630,694,741,621,47,733,9910,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,3. Entre 1971-1990,,Appart 3P,8.9,9.8,11.2,12.7,14.6,12.8,546,650,730,820,1014,853,67,757,11592,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,3. Entre 1971-1990,,Appart 4P+,7.4,8.7,10,11.9,14.6,13.2,620,737,830,1100,1550,1182,90,458,7404,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,3. Entre 1971-1990,1. Moins de 1 an,,9.4,11.1,13,16.7,20.4,18.3,500,580,710,850,1170,1088,59,500,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,3. Entre 1971-1990,2. 1 an et plus,,8.2,9.8,11.4,14,17.1,11.3,457,550,680,800,1068,721,64,2062,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,4. Entre 1991-2005,,,10.6,12.2,14.5,17.6,20.3,14,453,550,693,840,1000,724,52,3009,19125,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,4. Entre 1991-2005,,Appart 1P,14.7,17.3,20,22.3,25.6,19.1,350,418,490,540,640,487,25,626,3813,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,4. Entre 1991-2005,,Appart 2P,11.6,13.5,15.6,17.8,19.2,15.2,490,555,630,710,800,637,42,1332,7315,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,4. Entre 1991-2005,,Appart 3P,10.5,11.6,12.7,14.2,16,12.8,689,750,820,902,980,832,65,793,5723,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,4. Entre 1991-2005,,Appart 4P+,9.6,10.5,11.9,13.5,14.4,12.1,790,900,1056,1200,1400,1093,90,258,2274,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,4. Entre 1991-2005,1. Moins de 1 an,,12,13.5,16.7,18.9,21.4,15.3,486,550,672,840,1000,732,48,704,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,4. Entre 1991-2005,2. 1 an et plus,,10.4,11.9,14.1,16.7,20.3,13.6,447,550,700,833,1004,721,53,2305,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,5. Apr�s 2005,,,10.9,12.2,13.7,15.4,17,14.3,502,600,700,835,980,776,54,6335,27211,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,5. Apr�s 2005,,Appart 1P,12.6,14.1,15.4,17.2,18.7,15.5,352,400,459,525,570,466,30,590,2861,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,5. Apr�s 2005,,Appart 2P,11.9,13.5,14.9,16.2,17.6,14.7,516,563,625,674,721,621,42,2811,10769,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,5. Apr�s 2005,,Appart 3P,10.8,11.7,12.8,13.9,15.8,14.9,675,730,800,880,1000,940,63,2496,10676,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,5. Apr�s 2005,,Appart 4P+,8.9,10.4,11.8,12.7,14,11.5,730,850,980,1050,1220,979,85,438,2905,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,5. Apr�s 2005,1. Moins de 1 an,,11.4,12.5,14.1,16.3,18.7,16.8,534,635,750,879,1050,923,55,1594,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,,Appartement,5. Apr�s 2005,2. 1 an et plus,,10.7,11.8,13.5,15.1,16.4,13,490,580,686,800,919,702,54,4741,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,,9.3,10.7,12.5,14.7,17.2,12.8,433,514,636,770,954,714,56,16084,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Maison 1-3P,10,11.9,12.6,14.6,18.8,13.1,490,624,756,850,985,763,58,89,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Ensemble 4P+,8.3,9.3,10.5,12.1,14.6,12.2,635,740,900,1128,1500,1109,91,1723,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Maison 4P+,8.6,10.6,11.1,15.3,16.4,14.5,850,990,1300,1500,1700,1500,104,96,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Appart 1P,12,13.8,15.6,18.5,21.9,15.7,350,390,450,500,540,444,28,2652,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Appart 2P,10.4,11.7,13.6,15.4,17.1,14.1,450,500,560,633,695,602,43,6140,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Appart 3P,9,10.2,11.5,12.8,14.1,11.7,552,637,704,800,905,741,63,5480,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Appart 4P+,8.1,9.3,10.4,11.9,13.3,11.7,620,722,850,1050,1360,1030,88,1627,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Ensemble 1P,12,13.8,15.6,18.5,22,15.7,350,390,450,500,540,444,28,2655,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Ensemble 2P,10.4,11.7,13.6,15.4,17.3,14.1,450,500,567,640,700,606,43,6171,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,,Ensemble 3P,9,10.2,11.6,12.8,14.1,11.8,552,640,709,806,915,745,63,5535,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,1. Moins de 1 an,,10,11.4,13.2,15.7,19.4,15.5,460,528,650,810,1000,858,55,2737,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,1. Moins de 1 an,Ensemble 4P+,8.3,9.7,10.6,13.1,16.7,17,650,775,920,1290,2000,1573,92,217,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,1. Moins de 1 an,Ensemble 1P,12.5,14.6,16.3,20,22.7,16.3,362,420,480,520,558,466,29,513,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,1. Moins de 1 an,Ensemble 2P,11.4,12.8,14.4,16.7,18.5,17.3,485,520,600,660,740,723,42,1162,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,1. Moins de 1 an,Ensemble 3P,9.9,10.8,12.2,13.3,15,13.3,600,665,760,860,1000,841,63,845,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,2. 1 an et plus,,9.1,10.5,12.2,14.3,16.4,11.9,425,504,625,755,930,664,56,13347,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,2. 1 an et plus,Ensemble 4P+,8.1,9.2,10.5,11.9,13.6,10.7,625,725,881,1100,1433,962,90,1506,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,2. 1 an et plus,Ensemble 1P,11.6,13.6,15.4,18.1,21.5,15.5,350,384,431,490,532,436,28,2142,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,2. 1 an et plus,Ensemble 2P,10,11.4,13.3,15.1,16.3,13.1,443,496,553,629,690,565,43,5009,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,,2. 1 an et plus,Ensemble 3P,8.8,10,11.4,12.7,13.9,11.3,544,625,700,800,881,713,63,4690,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,,,9.3,10.6,12.5,14.8,17.3,12.4,410,488,600,750,910,662,53,5608,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,,Ensemble 4P+,7.6,9.1,10.4,11.5,14.4,12,690,790,900,1100,1500,1161,97,542,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,,Ensemble 1P,11.6,13.3,15.6,18,21.5,15.5,350,390,443,490,532,441,28,1146,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,,Ensemble 2P,10,11.3,13.2,15,16.3,13,444,487,530,610,695,552,42,2354,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,,Ensemble 3P,8.8,9.9,11.5,12.7,14.1,11.3,543,625,700,803,920,719,64,1566,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,1. Moins de 1 an,,10.2,11.5,13.4,15.9,19.1,14.5,450,501,625,800,970,787,54,846,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,8,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,1. Moins de 1 an,Maison 4P+,,,,,,,,,,,,,,7,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,1. Moins de 1 an,Appart 1P,12.7,14.8,16.2,19.1,21.8,16.4,365,401,460,490,550,457,28,208,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,1. Moins de 1 an,Appart 2P,10.7,12.8,14.6,15.9,17.6,14.1,450,500,552,630,700,565,40,362,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,1. Moins de 1 an,Appart 3P,9.8,10.7,12,13.2,14.6,12,600,661,793,870,980,780,65,204,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,1. Moins de 1 an,Appart 4P+,7.3,9.5,10.4,12.1,83.3,18.9,769,920,1250,2000,9999,2318,122,57,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,2. 1 an et plus,,8.9,10.4,12.2,14.4,16.7,11.7,400,480,589,730,886,624,53,4762,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,2. 1 an et plus,Maison 1-3P,9.7,11.9,12.6,14.1,16.2,12.6,500,600,756,830,985,743,59,51,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,2. 1 an et plus,Maison 4P+,,,,,,,,,,,,,,46,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,2. 1 an et plus,Appart 1P,11.4,13.1,15.1,18,21.3,15.3,347,388,433,490,530,437,29,936,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,2. 1 an et plus,Appart 2P,9.8,11.1,12.8,14.6,16,12.6,430,477,521,600,650,540,43,1971,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,2. 1 an et plus,Appart 3P,8.5,9.5,11.1,12.5,13.6,10.9,500,603,668,760,880,684,63,1326,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,1. Avant 1946,2. 1 an et plus,Appart 4P+,7.5,8.9,10,11.4,12.2,9.7,600,745,845,965,1107,877,91,432,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,,,8.9,10,11.5,13.6,16.1,12.6,436,520,630,720,854,711,56,3356,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,,Ensemble 4P+,8.3,9.3,10.3,11.7,13.5,10.5,585,650,750,920,1269,831,79,527,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,,Ensemble 1P,11.9,14.3,15.5,17.9,22.3,15.6,340,380,420,480,500,423,27,421,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,,Ensemble 2P,9.9,11.4,12.9,15,19.1,17,431,490,557,630,700,735,43,968,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,,Ensemble 3P,8.7,9.9,10.8,11.8,13.1,11.6,500,600,650,720,800,717,62,1440,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,1. Moins de 1 an,,9,10.3,11.8,14.5,21,16.3,460,500,650,770,920,920,56,501,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,5,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,1. Moins de 1 an,Maison 4P+,,,,,,,,,,,,,,1,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,1. Moins de 1 an,Appart 1P,13.3,14.8,16.1,21,27.1,16.2,380,430,460,499,500,450,28,75,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,1. Moins de 1 an,Appart 2P,10.1,11.5,13.5,15.9,22.3,28.3,470,540,580,640,760,1257,44,162,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,1. Moins de 1 an,Appart 3P,8.4,10.5,11.2,12.4,13.9,15.3,520,640,710,770,835,955,63,181,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,1. Moins de 1 an,Appart 4P+,8.3,9.2,10,11,13.4,10.4,500,650,780,920,1329,848,82,77,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,2. 1 an et plus,,8.9,10,11.3,13.2,15.2,11.3,431,522,625,700,835,636,56,2855,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,2. 1 an et plus,Maison 1-3P,,,,,,,,,,,,,,14,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,2. 1 an et plus,Maison 4P+,,,,,,,,,,,,,,12,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,2. 1 an et plus,Appart 1P,11.7,14.3,15.2,16.8,20.8,15.2,340,350,403,450,500,411,27,345,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,2. 1 an et plus,Appart 2P,9.8,11.1,12.7,14.8,18.5,12.9,431,480,540,610,650,551,43,799,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,2. 1 an et plus,Appart 3P,8.7,9.6,10.7,11.8,13,10.6,524,600,650,700,800,656,62,1248,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,2. Entre 1946-1970,2. 1 an et plus,Appart 4P+,8,9.3,10.3,11.7,13.5,10.5,600,650,723,900,1116,799,76,437,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,,,8.9,10,11.7,13.5,16.7,12.3,466,541,680,802,1100,789,64,1309,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,,Ensemble 4P+,8.1,9,10,11.8,13.2,12.5,650,760,865,1100,1750,1173,94,220,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,,Ensemble 1P,11.3,13,15.6,18.5,21.5,15.1,380,420,466,520,550,465,31,327,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,,Ensemble 2P,10.4,11.3,12.6,13.9,15.6,12.6,475,540,610,680,700,607,48,373,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,,Ensemble 3P,8.9,9.8,11.2,12.6,14,11.2,533,650,730,793,989,741,66,389,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,1. Moins de 1 an,,9.3,11.2,12.5,14,17.4,15.7,500,550,700,783,1080,936,59,184,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,1,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,1. Moins de 1 an,Appart 1P,12.2,13,16.1,18.3,18.5,14.9,420,494,500,520,550,495,33,54,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,1. Moins de 1 an,Appart 2P,11.7,12.5,13.2,15.6,17.2,13.6,500,580,633,700,700,627,46,59,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,1. Moins de 1 an,Appart 3P,,,,,,,,,,,,,,46,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,1. Moins de 1 an,Appart 4P+,,,,,,,,,,,,,,24,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,2. 1 an et plus,,8.8,9.9,11.3,13.4,15.8,11.3,450,540,670,805,1100,740,65,1125,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,2. 1 an et plus,Maison 1-3P,,,,,,,,,,,,,,6,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,2. 1 an et plus,Maison 4P+,,,,,,,,,,,,,,6,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,2. 1 an et plus,Appart 1P,11.3,13,15.6,19.2,21.5,15.2,370,400,450,520,550,457,30,273,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,2. 1 an et plus,Appart 2P,10,10.8,11.8,13.5,15.2,12.1,470,533,595,650,683,590,49,312,,Estimation directe
B1300,2022,Agglom�ration d'Aix-Marseille,Ville centre,,3. Entre 1971-1990,2. 1 an et plus,Appart 3P,8.6,9.8,10.8,12.6,14,11,520,650,730,800,947,737,67,338,,Estimation directe
